id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.417901315385172e+18,2021-07-21 17:36:31+00:00,['1417901315385171979'],@catxnn There should surely be another supply of scrubs like the critical care changing rooms we have our own private stock on my ICU,, there should surely be another supply of scrubs like the critical care changing rooms we have our own private stock on my icu, supply scrubs care rooms stock icu ,supply scrub care room stock icu
1.4178518233319877e+18,2021-07-21 14:19:51+00:00,['1417851823331987467'],Desperate housewives is in at least the top 2 of best tv programmes ever made,,desperate housewives is in at least the top of best tv programmes ever made,housewives top tv programmes ,housewife top programme
1.4172231775378268e+18,2021-07-19 20:41:50+00:00,['1417223177537826818'],Can’t believe I’ve agreed to watch annabelle creation with my 14 year old brother at ‘nightfall’ knowing full well we screamed at the cast of gogglebox watch poltergeist. Isolation can’t end quick enough,,can’t believe i’ve agreed to watch annabelle creation with my year old brother at nightfall knowing full well we screamed at the cast of gogglebox watch poltergeist isolation can’t end quick enough,creation year brother well cast gogglebox watch poltergeist isolation end quick enough ,creation year brother well cast gogglebox watch poltergeist isolation end quick enough
1.41678219151906e+18,2021-07-18 15:29:31+00:00,['1416782191519059973'],Absolutely raging that I have to self isolate on the hottest weekend of the year. Actually melting to death and have watched 25 episodes of love island series 5 over the course of two days please someone save me,,absolutely raging that i have to self isolate on the hottest weekend of the year actually melting to death and have watched episodes of love island series over the course of two days please someone save me,i isolate weekend year death episodes love island series course days someone ,isolate weekend year death episode love island series course day someone
1.4143297951696325e+18,2021-07-11 21:04:34+00:00,['1414329795169632269'],ABSOLUTELY ZAYN ABSOLUTELY https://t.co/6YE5QqmksF,,absolutely zayn absolutely ,zayn ,zayn
1.4128888722295112e+18,2021-07-07 21:38:52+00:00,['1412888872229511176'],ITS COMING HOME ITS ACTUALLY COMING HOME U NEVER THOUGHT I WOULD SEE THIS,,its coming home its actually coming home u never thought i would see this,home home u i ,home home
1.41288300248977e+18,2021-07-07 21:15:32+00:00,['1412883002489769986'],ITS COMING HOME I AM ACTUALLY IN TEARS,,its coming home i am actually in tears,home i tears ,home tear
1.41287895668505e+18,2021-07-07 20:59:27+00:00,['1412878956685049874'],Actually can’t with this match. My nerves are shot,,actually can’t with this match my nerves are shot,match nerves ,match nerve
1.4121991147550024e+18,2021-07-05 23:58:01+00:00,['1412199114755002377'],Turned the aircon right down in the zone and everyone on the whole unit is acting like I’ve just upped and moved us all to the Arctic,,turned the aircon right down in the zone and everyone on the whole unit is acting like i’ve just upped and moved us all to the arctic,aircon zone everyone unit ,aircon zone everyone unit
1.4114011787480146e+18,2021-07-03 19:07:18+00:00,['1411401178748014595'],First goal in the first three minutes 😭😭😭😭 it might be coming home lads,,first goal in the first three minutes  it might be coming home lads,goal minutes lads ,goal minute lad
1.4100242459801723e+18,2021-06-29 23:55:51+00:00,['1410024245980172288'],So excited for my break so I can catch up on love island. Sleep is for the weak,,so excited for my break so i can catch up on love island sleep is for the weak,break love island sleep ,break love island sleep
1.4096316994036122e+18,2021-06-28 21:56:01+00:00,['1409631699403612167'],Absolutely shocked that Switzerland have knocked France out of the euros. Could I win the sweepstake after all? I think so,,absolutely shocked that switzerland have knocked france out of the euros could i win the sweepstake after all i think so,switzerland france euros sweepstake ,switzerland france euro sweepstake
1.409610819906818e+18,2021-06-28 20:33:03+00:00,['1409610819906818051'],These girls actually have no taste Hugo is the best of the bunch so far I’d step forward for him #LoveIsland,,these girls actually have no taste hugo is the best of the bunch so far i’d step forward for him ,girls taste hugo bunch step ,girl taste hugo bunch step
1.4092100746403922e+18,2021-06-27 18:00:38+00:00,['1409210074640392195'],Obsessed with Patrik Schick and that’s all I have to say. I knew he was the one when he made that stunning goal in the Scotland game,,obsessed with patrik schick and that’s all i have to say i knew he was the one when he made that stunning goal in the scotland game,patrik schick i one goal scotland game ,patrik schick one goal scotland game
1.4073850107982725e+18,2021-06-22 17:08:29+00:00,['1407385010798272514'],Can’t stop listening to tightrope six months down the line an absolute masterpiece from Zayn best song in his whole discography,,can’t stop listening to tightrope six months down the line an absolute masterpiece from zayn best song in his whole discography,listening months line masterpiece zayn song discography ,listening month line masterpiece zayn song discography
1.4066212198064947e+18,2021-06-20 14:33:27+00:00,['1406621219806494724'],So grateful to have on more night shift left of the week because I physically can’t sleep right now I need sedating,,so grateful to have on more night shift left of the week because i physically can’t sleep right now i need sedating,night shift week i right ,night shift week right
1.4064010825328108e+18,2021-06-19 23:58:42+00:00,['1406401082532810759'],Break time is the fastest time of the whole shift and you cannot convince me otherwise,,break time is the fastest time of the whole shift and you cannot convince me otherwise,break time time shift ,break time time shift
1.4045175567199642e+18,2021-06-14 19:14:14+00:00,['1404517556719964175'],Euro 2020 family sweepstake is already causing a rift between us. Reckon I’m going to win with Scotland Switzerland and Turkey,,euro family sweepstake is already causing a rift between us reckon i’m going to win with scotland switzerland and turkey,family sweepstake rift scotland switzerland turkey ,family sweepstake rift scotland switzerland turkey
1.4011240602270474e+18,2021-06-05 10:29:42+00:00,['1401124060227047424'],@courtcrossland Going to my dads for a week but then yeah I’ll be coming home do you wanna meet up,, going to my dads for a week but then yeah i’ll be coming home do you wanna meet up,dads week ,dad week
1.400501311506899e+18,2021-06-03 17:15:07+00:00,['1400501311506898951'],One last shift tonight and I’m on annual leave for two weeks 12 more hours 12 more hours 12 more hours,,one last shift tonight and i’m on annual leave for two weeks more hours more hours more hours,shift tonight weeks hours hours hours ,shift tonight week hour hour hour
1.3997722142668964e+18,2021-06-01 16:57:57+00:00,['1399772214266896389'],I’d give my soul to be sat in a freezing cold pool right now I can’t breathe it’s so hot,,i’d give my soul to be sat in a freezing cold pool right now i can’t breathe it’s so hot,soul freezing pool ,soul freezing pool
1.3994430166921585e+18,2021-05-31 19:09:50+00:00,['1399443016692158472'],That feeling when they offer you annual leave so you get to run all the way home never been so happy in my life https://t.co/ZqSdXKNC8P,,that feeling when they offer you annual leave so you get to run all the way home never been so happy in my life ,way home life  ,way home life
1.3993457299074048e+18,2021-05-31 12:43:15+00:00,['1399345729907404802'],Can’t believe I accidentally requested to work the bank holiday and now there’s beautiful weather like this. Actually dying at the thought of tonight,,can’t believe i accidentally requested to work the bank holiday and now there’s beautiful weather like this actually dying at the thought of tonight,i bank holiday weather thought tonight ,bank holiday weather thought tonight
1.3957455107414548e+18,2021-05-21 14:17:16+00:00,['1395745510741454853'],So tired but can’t sleep. Tonight is going to be a barrel of laughs isn’t it,,so tired but can’t sleep tonight is going to be a barrel of laughs isn’t it,sleep tonight barrel laughs ,sleep tonight barrel laugh
1.3938923379783885e+18,2021-05-16 11:33:25+00:00,['1393892337978388488'],@Misse_ko I started applying for jobs in the summer of my 2nd year and got the job I currently work in about 10 months before i finished the course! Go for it worse they can say is reapply next year,, i started applying for jobs in the summer of my year and got the job i currently work in about months before i finished the course go for it worse they can say is reapply next year, i jobs summer year job i months i course year ,job summer year job month course year
